Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree.1,School.1,Major.1,Degree.2,School.2,Major.2,Degree.3,School.3,Major.3,Highest Degree Level,Associated School,Associated Major,Offer Decision
6143321,Associate Product Manager,Product,New Application,2016-10-19,Website,2,Campus,Bachelors,Harvard,Mathematics,PhD,NYU,Economics,,,,,,,PhD,NYU,Economics,
6115101,System Engineer,Engineering,Phone Screen,2018-12-12,Campus Job Board,1,Campus,Masters,Georgia Tech,Computer Science,Bachelors,MIT,Computer Science,PhD,Harvard,Computer Science,Masters,Harvard,Statistics,PhD,Harvard,Computer Science,
141182,Financial Analyst,Finance,New Application,2018-09-23,Campus Event,0,Campus,Bachelors,Harvard,Management,,,,,,,,,,Bachelors,Harvard,Management,
144243,System Engineer,Engineering,New Application,2016-03-26,Website,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,,Bachelors,Columbia,Computer Science,
6174671,Business Operations Manager,Operations,Phone Screen,2016-12-26,Website,7,Experienced,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
3918659,Associate Relationship Manager,Sales,New Application,2017-09-28,Campus Event,0,Campus,Bachelors,University of Michigan,Management,,,,,,,,,,Bachelors,University of Michigan,Management,
3327486,Associate Product Manager,Product,In-House Interview,2018-01-06,Campus Job Board,1,Campus,PhD,Georgia Tech,Mathematics,Bachelors,Vanderbilt,Statistics,,,,,,,PhD,Georgia Tech,Mathematics,
140906,System Engineer,Engineering,In-House Interview,2016-12-08,Campus Event,1,Campus,Bachelors,NYU,Mathematics,Masters,Georgia Tech,Computer Science,PhD,NYU,Statistics,,,,PhD,NYU,Statistics,Offer Accepted
117321,System Engineer,Engineering,In-House Interview,2018-08-23,Career Fair,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,,Bachelors,Vanderbilt,Computer Science,
4934342,System Engineer,Engineering,New Application,2016-02-11,Campus Job Board,0,Campus,Bachelors,Harvard,Physics,,,,,,,,,,Bachelors,Harvard,Physics,
5813466,Associate Product Manager,Product,New Application,2018-08-30,Career Fair,0,Campus,Bachelors,NYU,Physics,,,,,,,,,,Bachelors,NYU,Physics,
595484,Account Executive,Sales,New Application,2017-03-20,Website,7,Experienced,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
105036,Finance Manager,Finance,New Application,2016-06-25,Website,6,Experienced,Masters,Columbia,Business,Bachelors,Columbia,English,Bachelors,Columbia,Economics,,,,Masters,Columbia,Business,
1493234,Operations Coordinator,Operations,New Application,2016-02-12,Career Fair,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
107051,Financial Analyst,Finance,New Application,2018-11-16,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Statistics,,,,,,,,,,Bachelors,Georgia Tech,Statistics,
134820,System Engineer,Engineering,Phone Screen,2016-10-07,Career Fair,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,,Bachelors,University of Texas,Mathematics,
1411109,Operations Coordinator,Operations,New Application,2018-10-17,Career Fair,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,,Bachelors,Columbia,Computer Science,
5901671,Associate Product Manager,Product,New Application,2017-10-06,Campus Job Board,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,,Bachelors,University of Texas,Economics,
5840534,Operations Coordinator,Operations,New Application,2018-10-13,Campus Job Board,0,Campus,Masters,NYU,Economics,Bachelors,Vanderbilt,Mathematics,,,,,,,Masters,NYU,Economics,
4388084,Associate Relationship Manager,Sales,New Application,2018-01-15,Campus Job Board,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,,Bachelors,MIT,Mathematics,
121484,Associate Relationship Manager,Sales,New Application,2017-01-19,Website,1,Campus,Masters,University of Michigan,Psychology,Bachelors,Vanderbilt,Classics,,,,,,,Masters,University of Michigan,Psychology,
103817,System Engineer,Engineering,In-House Interview,2017-11-18,Career Fair,2,Campus,Masters,Harvard,Computer Science,Bachelors,UC Berkeley,Statistics,PhD,Columbia,Statistics,,,,PhD,Columbia,Statistics,
271446,Business Operations Manager,Operations,New Application,2018-01-04,Agency,7,Experienced,Bachelors,UC Berkeley,Mathematics,,,,,,,,,,Bachelors,UC Berkeley,Mathematics,
38243,Operations Coordinator,Operations,New Application,2017-12-22,Advertisement,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
6377786,System Engineer,Engineering,Phone Screen,2017-10-01,Campus Job Board,0,Campus,Bachelors,NYU,Computer Science,PhD,NYU,Statistics,,,,,,,PhD,NYU,Statistics,
1274171,Operations Coordinator,Operations,New Application,2017-03-04,Advertisement,2,Campus,Bachelors,NYU,Computer Science,PhD,MIT,Statistics,,,,,,,PhD,MIT,Statistics,
2662409,Associate Relationship Manager,Sales,New Application,2017-09-04,Advertisement,1,Campus,Masters,UC Berkeley,Political Science,Bachelors,MIT,Classics,,,,,,,Masters,UC Berkeley,Political Science,
939527,Financial Analyst,Finance,New Application,2017-09-19,Campus Job Board,0,Campus,Masters,Columbia,Economics,Bachelors,MIT,Economics,Bachelors,MIT,Mathematics,,,,Masters,Columbia,Economics,
6128142,Account Executive,Sales,New Application,2018-02-25,Career Fair,3,Experienced,Bachelors,Columbia,Computer Science,,,,,,,,,,Bachelors,Columbia,Computer Science,
1237727,Associate Relationship Manager,Sales,New Application,2016-02-21,Campus Job Board,0,Campus,Bachelors,NYU,Political Science,,,,,,,,,,Bachelors,NYU,Political Science,
168641,System Engineer,Engineering,New Application,2017-10-29,Career Fair,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,,Bachelors,Georgia Tech,Computer Science,
60884,Associate Product Manager,Product,Offer Sent,2016-09-13,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Computer Science,Masters,Georgia Tech,Mathematics,Masters,NYU,English,,,,Masters,Georgia Tech,Mathematics,Offer Declined
5037467,Operations Coordinator,Operations,New Application,2016-02-27,Advertisement,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
6215507,Associate Relationship Manager,Sales,Phone Screen,2016-10-26,Career Fair,0,Campus,Bachelors,University of Washington,Music,,,,,,,,,,Bachelors,University of Washington,Music,
2391686,Associate Relationship Manager,Sales,New Application,2016-02-11,Advertisement,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,,Bachelors,Columbia,Mathematics,
519284,Operations Generalist,Operations,New Application,2017-02-19,Advertisement,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
247409,Financial Analyst,Finance,New Application,2017-02-12,Campus Job Board,1,Campus,Bachelors,Vanderbilt,Management,Bachelors,Columbia,Business,,,,,,,Bachelors,Vanderbilt,Management,
4589466,UX Designer,Product,In-House Interview,2017-01-21,Website,3,Experienced,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
1101947,Associate Product Manager,Product,New Application,2018-08-27,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
1535234,System Engineer,Engineering,New Application,2018-12-10,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,,Bachelors,Vanderbilt,Computer Science,
5179847,Associate Relationship Manager,Sales,New Application,2016-09-11,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
4063661,Sr. Business Analyst,IT,New Application,2016-06-29,Career Fair,15,Experienced,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
203532,System Engineer,Engineering,New Application,2017-10-15,Career Fair,0,Campus,Bachelors,University of Texas,Computer Science,Masters,Harvard,English,Masters,NYU,Computer Science,,,,Masters,Harvard,English,
6175122,System Engineer,Engineering,Phone Screen,2016-01-14,Advertisement,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,,Bachelors,Vanderbilt,Statistics,
1688046,Financial Analyst,Finance,Phone Screen,2016-11-20,Campus Event,2,Campus,PhD,UC Berkeley,Computer Science,Bachelors,University of Texas,Statistics,,,,,,,PhD,UC Berkeley,Computer Science,
206306,System Engineer,Engineering,New Application,2016-09-27,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
5068932,System Engineer,Engineering,New Application,2018-10-31,Campus Job Board,2,Campus,Bachelors,Harvard,Computer Science,Masters,University of Washington,Computer Science,Masters,Harvard,Mathematics,,,,Masters,University of Washington,Computer Science,
6134621,System Engineer,Engineering,Phone Screen,2017-11-06,Campus Event,4,Campus,Bachelors,NYU,Statistics,PhD,NYU,Statistics,,,,,,,PhD,NYU,Statistics,
4168482,System Engineer,Engineering,New Application,2018-08-04,Career Fair,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,,Bachelors,MIT,Mathematics,
222761,Finance Manager,Finance,New Application,2017-04-28,Agency,9,Experienced,Bachelors,Harvard,Political Science,,,,,,,,,,Bachelors,Harvard,Political Science,
6349592,System Engineer,Engineering,Phone Screen,2018-10-14,Advertisement,4,Campus,PhD,NYU,Mathematics,Bachelors,NYU,English,,,,,,,PhD,NYU,Mathematics,
2510,Associate Relationship Manager,Sales,Offer Sent,2018-12-13,Career Fair,0,Campus,Bachelors,Georgia Tech,Psychology,Bachelors,Columbia,Management,,,,,,,Bachelors,Georgia Tech,Psychology,Offer Response Pending
6329166,Associate Relationship Manager,Sales,Phone Screen,2018-12-17,Campus Job Board,0,Campus,Bachelors,NYU,Sociology,,,,,,,,,,Bachelors,NYU,Sociology,
6107387,System Engineer,Engineering,Phone Screen,2017-09-30,Campus Event,0,Campus,PhD,Harvard,Statistics,Bachelors,MIT,Economics,,,,,,,PhD,Harvard,Statistics,
101700,Financial Analyst,Finance,New Application,2017-12-18,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Physics,,,,,,,,,,Bachelors,Georgia Tech,Physics,
470609,System Engineer,Engineering,Phone Screen,2018-08-05,Campus Event,1,Campus,Bachelors,MIT,Computer Science,PhD,NYU,Computer Science,,,,,,,PhD,NYU,Computer Science,
6289349,IT Analyst,IT,Phone Screen,2017-10-10,Website,2,Campus,Bachelors,Harvard,Statistics,PhD,Harvard,Computer Science,,,,,,,PhD,Harvard,Computer Science,
604457,IT Analyst,IT,New Application,2018-09-28,Campus Job Board,1,Campus,Bachelors,MIT,Statistics,PhD,MIT,Computer Science,,,,,,,PhD,MIT,Computer Science,
6295974,Operations Coordinator,Operations,New Application,2018-10-20,Career Fair,4,Campus,Bachelors,Columbia,Economics,Masters,University of Texas,Computer Science,PhD,NYU,Mathematics,,,,PhD,NYU,Mathematics,
1417587,Sr. Business Analyst,IT,New Application,2017-09-12,Website,8,Experienced,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
4089032,Finance Manager,Finance,New Application,2016-06-17,Website,7,Experienced,Bachelors,NYU,Business,,,,,,,,,,Bachelors,NYU,Business,
134834,Associate Product Manager,Product,New Application,2017-09-15,Campus Job Board,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,,Bachelors,Columbia,Mathematics,
2128034,System Engineer,Engineering,New Application,2016-10-19,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
2998577,System Engineer,Engineering,New Application,2018-10-06,Campus Job Board,2,Campus,Masters,Georgia Tech,Computer Science,Bachelors,MIT,Physics,PhD,NYU,Computer Science,,,,PhD,NYU,Computer Science,
148106,System Engineer,Engineering,New Application,2018-08-01,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,,Bachelors,Columbia,Computer Science,
5457584,Operations Generalist,Operations,New Application,2018-11-20,Career Fair,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
4165631,UX Designer,Product,In-house Interview,2017-09-29,Agency,11,Experienced,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
1489901,System Engineer,Engineering,New Application,2018-08-02,Career Fair,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,,Bachelors,University of Texas,Computer Science,
3869096,System Engineer,Engineering,New Application,2016-11-11,Campus Job Board,2,Campus,Bachelors,MIT,Computer Science,PhD,Columbia,Statistics,,,,,,,PhD,Columbia,Statistics,
76001,Associate Relationship Manager,Sales,New Application,2017-02-19,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,,Bachelors,University of Washington,Computer Science,
3924186,Sr. Product Manager,Product,In-House Interview,2018-05-13,Website,6,Experienced,Bachelors,Georgia Tech,Statistics,Bachelors,UC Berkeley,Statistics,,,,,,,Bachelors,Georgia Tech,Statistics,
234284,Associate Relationship Manager,Sales,In-House Interview,2018-03-01,Campus Job Board,1,Campus,Bachelors,UC Berkeley,Statistics,Bachelors,Harvard,Management,,,,,,,Bachelors,UC Berkeley,Statistics,
46125,System Engineer,Engineering,New Application,2017-12-18,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,,Bachelors,Columbia,Computer Science,
1672062,Account Executive,Sales,New Application,2018-12-11,Agency,5,Experienced,Bachelors,Harvard,Sociology,,,,,,,,,,Bachelors,Harvard,Sociology,
5160746,Operations Coordinator,Operations,New Application,2018-12-28,Campus Event,1,Campus,PhD,Harvard,Mathematics,Masters,MIT,Mathematics,Bachelors,MIT,Statistics,,,,PhD,Harvard,Mathematics,
6080217,Associate Product Manager,Product,New Application,2018-02-18,Campus Event,4,Campus,PhD,MIT,Statistics,Bachelors,Harvard,English,,,,,,,PhD,MIT,Statistics,
611492,Operations Coordinator,Operations,New Application,2016-10-28,Website,0,Campus,Bachelors,University of Texas,Business,,,,,,,,,,Bachelors,University of Texas,Business,
2024736,System Engineer,Engineering,New Application,2017-12-26,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,,Bachelors,University of Washington,Computer Science,
734082,System Engineer,Engineering,New Application,2016-09-19,Career Fair,0,Campus,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
6354821,Operations Generalist,Operations,New Application,2017-09-02,Campus Job Board,0,Campus,Bachelors,MIT,Economics,,,,,,,,,,Bachelors,MIT,Economics,
160247,System Engineer,Engineering,In-House Interview,2018-10-30,Career Fair,2,Campus,Bachelors,University of Texas,Computer Science,Masters,Harvard,Statistics,PhD,Harvard,English,,,,PhD,Harvard,English,
3388722,Operations Coordinator,Operations,New Application,2018-01-07,Campus Job Board,2,Campus,Bachelors,Harvard,Statistics,Masters,Harvard,Physics,Masters,NYU,Economics,,,,Masters,Harvard,Physics,
1192982,Associate Relationship Manager,Sales,New Application,2018-03-08,Campus Job Board,0,Campus,Bachelors,University of Texas,Psychology,,,,,,,,,,Bachelors,University of Texas,Psychology,
12056,System Engineer,Engineering,New Application,2018-08-02,Career Fair,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,,Bachelors,University of Texas,Computer Science,
744234,Operations Coordinator,Operations,Phone Screen,2018-03-26,Campus Job Board,1,Campus,PhD,University of Texas,Sociology,Bachelors,University of Texas,Mathematics,,,,,,,PhD,University of Texas,Sociology,
301721,Associate Relationship Manager,Sales,In-House Interview,2018-08-16,Career Fair,3,Campus,Bachelors,NYU,Statistics,Bachelors,NYU,Political Science,,,,,,,Bachelors,NYU,Statistics,
103232,System Engineer,Engineering,New Application,2016-10-28,Career Fair,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
150234,Associate Relationship Manager,Sales,New Application,2018-08-01,Campus Event,1,Campus,Masters,MIT,Computer Science,Bachelors,MIT,Statistics,,,,,,,Masters,MIT,Computer Science,
186392,Account Executive,Sales,New Application,2018-08-18,Advertisement,4,Experienced,Bachelors,Harvard,Political Science,,,,,,,,,,Bachelors,Harvard,Political Science,
18396,Associate Relationship Manager,Sales,New Application,2017-10-19,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
43220,System Engineer,Engineering,New Application,2016-01-06,Advertisement,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
2739912,Associate Product Manager,Product,New Application,2018-12-04,Campus Job Board,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,,Bachelors,NYU,Computer Science,
2867732,Operations Coordinator,Operations,New Application,2017-09-20,Career Fair,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
1553912,System Engineer,Engineering,New Application,2016-11-17,Campus Job Board,1,Campus,Masters,Harvard,Computer Science,Bachelors,Harvard,Economics,Bachelors,Harvard,Mathematics,,,,Masters,Harvard,Computer Science,
2964984,Associate Relationship Manager,Sales,In-House Interview,2016-12-25,Campus Job Board,0,Campus,Masters,NYU,Economics,Bachelors,University of Michigan,Classics,,,,,,,Masters,NYU,Economics,
159909,Associate Product Manager,Product,New Application,2018-12-01,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
164732,Associate Product Manager,Product,New Application,2017-12-11,Career Fair,0,Campus,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
113621,Operations Generalist,Operations,New Application,2018-11-01,Website,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
6930,System Engineer,Engineering,New Application,2017-12-02,Advertisement,4,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
6073937,Associate Relationship Manager,Sales,Phone Screen,2017-01-25,Campus Job Board,0,Campus,Masters,UC Berkeley,Mathematics,Bachelors,Georgia Tech,Mathematics,Bachelors,Georgia Tech,Mathematics,,,,Masters,UC Berkeley,Mathematics,
6331317,Associate Relationship Manager,Sales,Phone Screen,2018-12-05,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Psychology,,,,,,,,,,Bachelors,Vanderbilt,Psychology,
548996,Operations Coordinator,Operations,New Application,2016-09-21,Campus Event,1,Campus,Bachelors,Vanderbilt,Computer Science,PhD,Harvard,Computer Science,,,,,,,PhD,Harvard,Computer Science,
2669201,Associate Relationship Manager,Sales,New Application,2016-10-08,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
2559392,System Engineer,Engineering,New Application,2018-10-28,Career Fair,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,,Bachelors,University of Washington,Computer Science,
164732,Operations Coordinator,Operations,New Application,2017-12-11,Career Fair,0,Campus,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
1740101,Financial Analyst,Finance,New Application,2018-03-29,Campus Job Board,0,Campus,PhD,Harvard,Computer Science,Bachelors,Vanderbilt,Statistics,,,,,,,PhD,Harvard,Computer Science,
5833761,System Engineer,Engineering,New Application,2017-01-02,Website,2,Campus,Bachelors,Georgia Tech,Computer Science,Masters,Harvard,Mathematics,Masters,University of Washington,Mathematics,,,,Masters,Harvard,Mathematics,
1166567,System Engineer,Engineering,New Application,2017-11-12,Campus Event,3,Campus,Bachelors,Harvard,Computer Science,Masters,UC Berkeley,Physics,PhD,MIT,Physics,,,,PhD,MIT,Physics,
1469987,Operations Generalist,Operations,New Application,2017-01-30,Career Fair,0,Campus,Bachelors,University of Michigan,English,,,,,,,,,,Bachelors,University of Michigan,English,
3003392,Associate Relationship Manager,Sales,New Application,2017-01-19,Career Fair,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,,Bachelors,University of Washington,Mathematics,
79493,System Engineer,Engineering,New Application,2018-09-20,Career Fair,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
181959,System Engineer,Engineering,New Application,2016-11-11,Campus Job Board,0,Campus,Masters,University of Michigan,Statistics,Bachelors,Harvard,Statistics,Bachelors,Harvard,Statistics,,,,Masters,University of Michigan,Statistics,
1008141,System Engineer,Engineering,New Application,2016-12-03,Campus Event,0,Campus,PhD,Vanderbilt,Mathematics,Masters,Harvard,Computer Science,Bachelors,Georgia Tech,Computer Science,,,,PhD,Vanderbilt,Mathematics,
511112,System Engineer,Engineering,New Application,2018-03-18,Campus Job Board,1,Campus,Bachelors,UC Berkeley,Physics,Masters,University of Michigan,Computer Science,Masters,University of Washington,Statistics,,,,Masters,University of Michigan,Computer Science,
1905107,System Engineer,Engineering,New Application,2017-10-30,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
6363899,UX Designer,Product,Phone Screen,2017-08-20,Agency,5,Experienced,Bachelors,University of Michigan,Management,,,,,,,,,,Bachelors,University of Michigan,Management,
3112787,Finance Manager,Finance,New Application,2017-08-19,Career Fair,6,Experienced,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
1458437,Associate Relationship Manager,Sales,New Application,2016-10-21,Campus Event,0,Campus,Bachelors,Vanderbilt,Classics,,,,,,,,,,Bachelors,Vanderbilt,Classics,
112136,Operations Coordinator,Operations,New Application,2018-11-21,Campus Job Board,0,Campus,Masters,Harvard,Economics,Bachelors,MIT,Mathematics,Bachelors,MIT,Mathematics,,,,Masters,Harvard,Economics,
3373359,System Engineer,Engineering,New Application,2018-03-30,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,,Bachelors,University of Washington,Computer Science,
225911,System Engineer,Engineering,New Application,2017-11-06,Career Fair,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
2651109,Associate Relationship Manager,Sales,New Application,2018-01-27,Campus Job Board,0,Campus,Masters,Vanderbilt,Economics,Bachelors,Vanderbilt,Classics,,,,,,,Masters,Vanderbilt,Economics,
256137,IT Analyst,IT,New Application,2018-12-29,Campus Event,1,Campus,PhD,Georgia Tech,Mathematics,Bachelors,University of Texas,Computer Science,,,,,,,PhD,Georgia Tech,Mathematics,
1160741,System Engineer,Engineering,New Application,2016-12-28,Website,1,Campus,Masters,Harvard,Computer Science,Bachelors,Vanderbilt,Mathematics,Bachelors,Vanderbilt,Computer Science,,,,Masters,Harvard,Computer Science,
180968,System Engineer,Engineering,New Application,2018-10-26,Career Fair,0,Campus,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
6252896,Operations Coordinator,Operations,New Application,2018-08-23,Career Fair,1,Campus,PhD,UC Berkeley,Statistics,Bachelors,UC Berkeley,Computer Science,,,,,,,PhD,UC Berkeley,Statistics,
691026,Sr. Customer Service Operations Associate,Operations,New Application,2018-12-01,Agency,5,Experienced,Bachelors,NYU,Statistics,Bachelors,Vanderbilt,Statistics,,,,,,,Bachelors,NYU,Statistics,
6268821,System Engineer,Engineering,Phone Screen,2018-02-16,Advertisement,0,Campus,Masters,Columbia,Mathematics,Bachelors,Harvard,Mathematics,Bachelors,Harvard,Statistics,,,,Masters,Columbia,Mathematics,
1010834,Associate Relationship Manager,Sales,New Application,2018-08-21,Career Fair,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,,Bachelors,University of Texas,Mathematics,
312584,Associate Relationship Manager,Sales,New Application,2018-02-24,Campus Job Board,1,Campus,Bachelors,UC Berkeley,Economics,Bachelors,Harvard,Political Science,,,,,,,Bachelors,UC Berkeley,Economics,
5097336,Associate Relationship Manager,Sales,New Application,2016-09-29,Campus Event,0,Campus,Masters,Harvard,Mathematics,Bachelors,NYU,Computer Science,,,,,,,Masters,Harvard,Mathematics,
6007722,Associate Relationship Manager,Sales,New Application,2017-09-06,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,PhD,Columbia,Statistics,,,,,,,PhD,Columbia,Statistics,
582666,Associate Product Manager,Product,New Application,2018-09-07,Career Fair,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
4912607,System Engineer,Engineering,New Application,2017-12-08,Career Fair,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
1131851,Associate Relationship Manager,Sales,New Application,2018-10-12,Campus Job Board,1,Campus,Bachelors,NYU,Computer Science,Masters,Columbia,English,Masters,University of Washington,Computer Science,,,,Masters,Columbia,English,
4691891,Operations Coordinator,Operations,New Application,2016-10-29,Campus Event,3,Campus,Bachelors,Georgia Tech,Political Science,Bachelors,Columbia,Mathematics,,,,,,,Bachelors,Georgia Tech,Political Science,
606462,System Engineer,Engineering,New Application,2016-09-14,Campus Job Board,2,Campus,PhD,MIT,Statistics,Masters,UC Berkeley,Mathematics,Bachelors,UC Berkeley,Computer Science,,,,PhD,MIT,Statistics,
6089667,System Engineer,Engineering,Phone Screen,2018-02-28,Campus Job Board,4,Campus,PhD,Columbia,Mathematics,Bachelors,MIT,Computer Science,,,,,,,PhD,Columbia,Mathematics,
4318112,Associate Relationship Manager,Sales,New Application,2018-11-23,Campus Event,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,,Bachelors,Harvard,Political Science,
132602,System Engineer,Engineering,New Application,2018-10-21,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
5447771,System Engineer,Engineering,New Application,2018-11-03,Career Fair,2,Campus,Masters,Columbia,Mathematics,Bachelors,Harvard,Computer Science,Bachelors,Harvard,English,,,,Masters,Columbia,Mathematics,
317141,IT Analyst,IT,New Application,2018-09-23,Career Fair,0,Campus,Bachelors,Columbia,Physics,,,,,,,,,,Bachelors,Columbia,Physics,
3639426,Operations Generalist,Operations,New Application,2017-09-12,Career Fair,0,Campus,Bachelors,MIT,Business,,,,,,,,,,Bachelors,MIT,Business,
6236502,System Engineer,Engineering,In-House Interview,2016-09-02,Advertisement,1,Campus,PhD,University of Texas,Computer Science,Bachelors,Columbia,Mathematics,,,,,,,PhD,University of Texas,Computer Science,
2811584,Operations Generalist,Operations,New Application,2018-11-29,Campus Job Board,1,Campus,Masters,UC Berkeley,Management,Bachelors,UC Berkeley,Economics,,,,,,,Masters,UC Berkeley,Management,
1414346,Financial Analyst,Finance,New Application,2018-01-21,Advertisement,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,,Bachelors,MIT,Mathematics,
6162872,Associate Relationship Manager,Sales,Phone Screen,2017-02-07,Campus Job Board,0,Campus,Bachelors,University of Michigan,Physics,,,,,,,,,,Bachelors,University of Michigan,Physics,
9486,System Engineer,Engineering,New Application,2016-03-02,Advertisement,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,,Bachelors,Georgia Tech,Computer Science,
5369591,Associate Product Manager,Product,New Application,2018-10-13,Campus Event,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,,Bachelors,Columbia,Computer Science,
5776352,Account Executive,Sales,In-House Interview,2018-09-04,Website,6,Experienced,Bachelors,University of Washington,Psychology,,,,,,,,,,Bachelors,University of Washington,Psychology,
71471,System Engineer,Engineering,New Application,2018-08-04,Career Fair,0,Campus,Bachelors,Columbia,Physics,,,,,,,,,,Bachelors,Columbia,Physics,
4393941,Associate Relationship Manager,Sales,New Application,2017-09-25,Campus Job Board,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,,Bachelors,University of Washington,Statistics,
95993,System Engineer,Engineering,New Application,2018-08-15,Career Fair,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
4538687,Associate Product Manager,Product,New Application,2018-09-02,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
